cl,cluster_id,cluster_id_label,supertype_id,supertype_label,supertype_id_label,subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,neighborhood,anatomical_annotation,notes,CCF_broad.freq,CCF_acronym.freq,v3.size,v2.size,multiome.size,F,M,sex.bias,Dark,Light,nt_type_label,nt.markers,nt_type_combo_label,np.markers,cluster.markers.combo,merfish.markers.combo,cluster.TF.markers.combo,cluster.markers.combo (within subclass),CTX.cluster_id,CTX.cluster_label,CTX.supertype_id,CTX.supertype_label,CTX.subclass_id,CTX.subclass_id,CTX.neighborhood_id,CTX.neighborhood_label,CTX.size,taxonomy_id,cell_set_accession.cluster,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
111,26,0026 L5/6 IT TPE-ENT Glut_2,8,L5/6 IT TPE-ENT Glut_2,0008 L5/6 IT TPE-ENT Glut_2,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,AI-TPE-VISpor-PL,,Isocortex:0.9,"TEa5:0.12,ECT5:0.09,VISC5:0.07,VISpor5:0.05,PL5:0.05,AUDv5:0.04,SSs5:0.03,AId5:0.03,AIp5:0.03,PL2/3:0.03,ENTm5:0.02,GU5:0.02,ENTl6a:0.02,ACAv5:0.02,TEa6a:0.02,VISpl5:0.02,ECT6a:0.02,ILA5:0.02,ORBm5:0.01,VISC6a:0.01,ENTl5:0.01,GU4:0.01,ORBm2/3:0.01,ILA2/3:0.01,AIv5:0.01,SSs6a:0.01,AId6a:0.01,PL6a:0.01,PERI5:0.01",751,2624,0,0.37,0.63,,0.11,0.89,Glut,Slc17a7:10.5,Glut,Cck:9.8,"Prss22,Il1rapl2,Fgf11,Met","Ccn3,Cbln1,Met,Bmpr1b,Tafa1,Crym,Rprm,Trpc7","Satb2,Twist2,Fezf2,Rxrg,Rorb,Pou6f2","Cxcl12,Fezf2,Scml4",216,216_L5 IT TPE-ENT,37,Dcn,18,L5 IT TPE-ENT,4,L4_5_6_IT_Car3,2378,CCN202307220,CS20230722_CLUS_0026,CS20230722_SUPT_0008,CS20230722_SUBC_003,CS20230722_CLAS_01
147,27,0027 L5/6 IT TPE-ENT Glut_2,8,L5/6 IT TPE-ENT Glut_2,0008 L5/6 IT TPE-ENT Glut_2,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,ENTl,,"RHP:0.64,Isocortex:0.33","ENTl5:0.32,ENTl6a:0.11,ENTm5:0.08,TEa5:0.06,ENTm6:0.05,ECT5:0.05,PERI5:0.02,VISpor5:0.02,ENTl3:0.02,AUDv5:0.01,ECT2/3:0.01,VISpl5:0.01,PERI2/3:0.01",147,592,0,0.47,0.53,,0.08,0.92,Glut,Slc17a7:9.95,Glut,"Cck:9.1,Adcyap1:3.9","A830029E22Rik,Dcn,Adamts1,Fibcd1","Dcn,Rxfp1,Egr2,Fibcd1,Cbln1","Ovol2,Arid5a,Rorb,Rreb1,Esr1,Egr2","Tnfaip6,Fibcd1",212,212_L5 IT TPE-ENT_1,37,Dcn,18,L5 IT TPE-ENT,4,L4_5_6_IT_Car3,563,CCN202307220,CS20230722_CLUS_0027,CS20230722_SUPT_0008,CS20230722_SUBC_003,CS20230722_CLAS_01
158,28,0028 L5/6 IT TPE-ENT Glut_2,8,L5/6 IT TPE-ENT Glut_2,0008 L5/6 IT TPE-ENT Glut_2,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,TPE po,,Isocortex:0.82,"TEa5:0.12,PL5:0.06,VISpor5:0.06,ECT5:0.06,ENTm5:0.06,ACAv5:0.05,ENTl6a:0.03,VISpl5:0.03,APr:0.03,ENTl5:0.02,PL2/3:0.02,PL6a:0.02,AUDv5:0.02,ORBm5:0.02,VISC5:0.02,VISli5:0.02,ACAd5:0.01,ACAd6a:0.01,ACAv6a:0.01,AId6a:0.01,AUDp5:0.01,ILA5:0.01,ORBvl5:0.01,SSs5:0.01,ORBm2/3:0.01,RSPd5:0.01,TEa6a:0.01,VISp5:0.01,ILA2/3:0.01,ORBm6a:0.01,VISpor2/3:0.01,AId5:0.01,AIp6a:0.01",66,483,0,0.45,0.55,,0.06,0.94,Glut,Slc17a7:10.24,Glut,"Cck:9.7,Adcyap1:5.6","Lipg,Lncbate10,Pamr1,Drd1","Rxfp1,Egr2,Kit,Wnt7b,Drd1,Lhx2,Shroom3","Ovol2,Egr2,Rxrg,Tox2,Fezf2,Lhx2","Lncbate10,Drd1",212,212_L5 IT TPE-ENT_2,37,Dcn,18,L5 IT TPE-ENT,4,L4_5_6_IT_Car3,434,CCN202307220,CS20230722_CLUS_0028,CS20230722_SUPT_0008,CS20230722_SUBC_003,CS20230722_CLAS_01
114,29,0029 L5/6 IT TPE-ENT Glut_3,9,L5/6 IT TPE-ENT Glut_3,0009 L5/6 IT TPE-ENT Glut_3,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,AI-TPE,,Isocortex:0.98,"TEa5:0.11,GU5:0.1,SSs5:0.09,SSs6a:0.08,VISC5:0.07,TEa6a:0.05,VISC6a:0.04,AUDv5:0.04,ILA5:0.04,AId5:0.04,AId6a:0.04,AUDv6a:0.03,GU6a:0.03,AIp5:0.03,ECT5:0.02",388,2514,0,0.43,0.57,,0.06,0.94,Glut,Slc17a7:9.79,Glut,"Cck:9.7,Npy:3.9,Adcyap1:3.3","4930407I19Rik,Satb2,Crispld2,Chst9","Smoc2,Drd1,Galnt14,Npy2r,Fras1,Oprk1,Lpl","Satb2,Glis1,Ovol2,Esr1,Pou6f2,Pparg",Crispld2,222,222_L6 IT CTX,43,Fst,19,L6 IT CTX,4,L4_5_6_IT_Car3,2185,CCN202307220,CS20230722_CLUS_0029,CS20230722_SUPT_0009,CS20230722_SUBC_003,CS20230722_CLAS_01
145,30,0030 L5/6 IT TPE-ENT Glut_4,10,L5/6 IT TPE-ENT Glut_4,0010 L5/6 IT TPE-ENT Glut_4,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,ENTl-ENTm po,,RHP:0.85,"ENTl5:0.31,ENTl6a:0.18,ENTm5:0.14,ENTm6:0.14,TEa5:0.04",229,1562,0,0.39,0.61,,0.06,0.94,Glut,Slc17a7:9.92,Glut,Cck:9.2,"Dcn,Prss22,Fibcd1,Kirrel3","Dcn,Rxfp1,Pou6f2,Fibcd1,C1ql3,Dach1","Satb2,Esr2,Fezf2,Foxp2,Esr1,Insm1","Pde11a,Stra6",213,213_L5 IT TPE-ENT_1,37,Dcn,18,L5 IT TPE-ENT,4,L4_5_6_IT_Car3,1461,CCN202307220,CS20230722_CLUS_0030,CS20230722_SUPT_0010,CS20230722_SUBC_003,CS20230722_CLAS_01
146,31,0031 L5/6 IT TPE-ENT Glut_5,11,L5/6 IT TPE-ENT Glut_5,0011 L5/6 IT TPE-ENT Glut_5,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,RSPagl-VISpl,,Isocortex:0.93,"RSPagl2/3:0.21,VISpl2/3:0.15,VISpl5:0.14,RSPd2/3:0.08,RSPd5:0.07,VISpl1:0.06,ACAv5:0.05,RSPagl5:0.04",47,178,0,0.32,0.68,,0.12,0.88,Glut,Slc17a7:9.73,Glut,"Cck:9,Grp:4.1","Susd5,Met,Trhr,Grp","Met,Grp,Trhr,Pou6f2,Gda","Ovol2,L3mbtl4,Esr1,Foxp2,Tshz2,Klf5",Trhr,215,215_L5 IT TPE-ENT,37,Dcn,18,L5 IT TPE-ENT,4,L4_5_6_IT_Car3,163,CCN202307220,CS20230722_CLUS_0031,CS20230722_SUPT_0011,CS20230722_SUBC_003,CS20230722_CLAS_01
155,32,0032 L5/6 IT TPE-ENT Glut_6,12,L5/6 IT TPE-ENT Glut_6,0012 L5/6 IT TPE-ENT Glut_6,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,PAR,,RHP:1,"PAR:0.38,PRE:0.38,SUB:0.15",20,173,0,0.52,0.48,,0.04,0.96,Glut,Slc17a7:9.17,Glut,Cck:9.2,"Osr1,Esr2,Cpm,Col5a2","Osr1,Tacr1,Tshz2","Osr1,Esr2,Tshz2,Tox",Col5a2,226,226_L6 IT CTX_3,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,165,CCN202307220,CS20230722_CLUS_0032,CS20230722_SUPT_0012,CS20230722_SUBC_003,CS20230722_CLAS_01
101,33,0033 L6 IT CTX Glut_1,13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,ACAv,,Isocortex:0.97,"ACAv5:0.34,ACAv6a:0.13,ACAd6a:0.09,RSPagl5:0.07,RSPd5:0.06,PL6a:0.05,ACAd5:0.05,PL5:0.04",170,967,0,0.51,0.49,,0.09,0.91,Glut,Slc17a7:9.92,Glut,Cck:10,"4933406J09Rik,Cntnap3,Dpp10,Osr1","Osr1,Cntnap3,Sv2b,Ramp3,Nptx2","Osr1,Satb2,Onecut2,Klf5,Pou6f2,Sall2","Cntnap3,Rftn1,Trbc2",228,228_L6 IT CTX_1,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,949,CCN202307220,CS20230722_CLUS_0033,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
103,34,0034 L6 IT CTX Glut_1,13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,PL-ACAv,,Isocortex:0.95,"ACAv5:0.17,PL6a:0.16,ACAv6a:0.1,ACAd6a:0.09,MOs6a:0.06,ILA6a:0.04,ILA5:0.04,PL5:0.03,RSPd6a:0.03,RSPv5:0.03,CLA:0.02,ORBm6a:0.02",975,3240,0,0.42,0.58,,0.09,0.91,Glut,Slc17a7:9.6,Glut,"Cck:9.6,Npy:6.5","Blnk,Alkal1,Ccdc3,Npy2r","Ccdc3,Osr1,Grik3,Ramp3,Rxfp1,Npy2r,Man1a","Osr1,Satb2,Foxo1,Tox,Ovol2,Tox3","Npy2r,Ccdc3,Rxfp1",226,226_L6 IT CTX_1,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,3148,CCN202307220,CS20230722_CLUS_0034,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
104,35,0035 L6 IT CTX Glut_1,13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,PL-ACAv,,Isocortex:1,"ACAv5:0.28,PL6a:0.18,PL5:0.12,ACAv6a:0.08,ACAd6a:0.07,RSPagl5:0.05,RSPv5:0.04",234,819,0,0.38,0.62,,0.11,0.89,Glut,Slc17a7:9.83,Glut,Cck:9.7,"Osr1,Rxfp1,Rab38,Ccdc3","Osr1,Rxfp1,Dmrt2,Sntg2,Parm1","Osr1,Dmrt2,Myt1l,Mef2c,Klf5","Rab38,Cpne7",228,228_L6 IT CTX_2,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,801,CCN202307220,CS20230722_CLUS_0035,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
113,36,0036 L6 IT CTX Glut_1,13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,AI-PL,,Isocortex:0.83,"AId6a:0.11,PL6a:0.1,SSs6a:0.1,GU6a:0.09,CLA:0.08,ACAd6a:0.06,MOp6a:0.06,MOs6a:0.05,ACAv6a:0.03,SSp-m6a:0.03,VISC6a:0.03,CP:0.02,fa:0.02,ILA5:0.01,ORBm6a:0.01,VISC6b:0.01",452,2485,0,0.4,0.6,,0.06,0.94,Glut,Slc17a7:9.74,Glut,"Cck:9.4,Npy:7","Blnk,S100a3,Cxcr4,Pcdh15","Osr1,Chrm2,Col27a1,Gfra1,Ccdc3,Syt17","Osr1,Satb2,Hopx,Tox,Mkx,Klf5","Col5a2,Igfn1",228,228_L6 IT CTX_3,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,2153,CCN202307220,CS20230722_CLUS_0036,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
138,37,0037 L6 IT CTX Glut_1,13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,VIS,,Isocortex:0.94,"VISp5:0.1,VISp6a:0.1,RSPd6a:0.05,AUDp6a:0.05,RSPd5:0.05,VISpor5:0.04,TEa5:0.04,VISpl5:0.04,RSPagl5:0.03,TEa6a:0.03,AUDv6a:0.03,APr:0.03,RSPagl6a:0.03,AUDp5:0.03,AUDv5:0.03,VISl6a:0.02,SSs6a:0.02,VISpor6a:0.02,AUDd6a:0.02,VISl5:0.01,VISli5:0.01,SSp-bfd6a:0.01,VISpl6a:0.01",1797,7762,0,0.35,0.65,,0.09,0.91,Glut,Slc17a7:9.81,Glut,Cck:10.1,"Osr1,Il1rapl2,Met,Arhgap25","Osr1,C1ql3,Met,Sv2b,Arhgap25,Adamts2","Osr1,Satb2,Lhx2,Pou6f2,Etv1,Esr1","Col23a1,Rhbdl3,Chn2",223,223_L6 IT CTX_4,43,Fst,19,L6 IT CTX,4,L4_5_6_IT_Car3,7547,CCN202307220,CS20230722_CLUS_0037,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
105,38,0038 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,ORB,,Isocortex:0.86,"ORBl6a:0.15,ORBvl6a:0.12,ORBm6a:0.1,fa:0.09,AId6a:0.08,ORBl5:0.06,ORBl6b:0.03,ORBl2/3:0.03,MOs6a:0.03,ORBvl5:0.02,PL6a:0.02,scwm:0.02,MOp6a:0.02,VISp5:0.02,ORBm5:0.01,AId6b:0.01,CLA:0.01",285,3695,0,0.3,0.7,,0.03,0.97,Glut,Slc17a7:10.21,Glut,Cck:10.2,"Colq,Egr3,Penk,Trbc2","Serpinb8,Ighm,C1ql3,Fign,Arhgap25,Penk,Slc17a7","Ovol2,Zfhx4,Satb2,Foxo6,Pou6f2,Bcl11b","Fign,Penk",209,209_L5/6 IT CTX,41,Penk,17,L5 IT CTX,4,L4_5_6_IT_Car3,3488,CCN202307220,CS20230722_CLUS_0038,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
108,39,0039 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,MO-SS,,Isocortex:1,"MOp5:0.11,SSp-m5:0.11,SSp-bfd5:0.08,MOp2/3:0.07,SSp-ul5:0.06,SSs5:0.06,MOs5:0.05,MOs2/3:0.05,SSp-n5:0.03,SSp-ll5:0.03,SSp-m6a:0.02,VISp5:0.02,SSp-un5:0.02,SSp-bfd6a:0.02,SSp-m2/3:0.01,SSp-bfd2/3:0.01,SSp-n6a:0.01,ORBl6a:0.01,SSp-ul2/3:0.01,SSs6a:0.01",175,1124,0,0.42,0.58,,0.03,0.97,Glut,Slc17a7:9.5,Glut,Cck:11.1,"Hspb3,Robo3,Cryab,Rspo1","Igfbp6,Rspo1,Igfbp4,Cbln4,Kazald1,Cbln2,Stxbp6,Galnt14","Ovol2,Maf,Onecut2,Rorb,E2f1,Cux2",Rspo1,204,204_L5/6 IT CTX_2,40,Arhgap25,17,L5 IT CTX,4,L4_5_6_IT_Car3,986,CCN202307220,CS20230722_CLUS_0039,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
139,40,0040 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,iCTX,,Isocortex:0.95,"MOp6a:0.17,MOs6a:0.15,SSp-m6a:0.09,SSs6a:0.04,SSp-ul6a:0.04,SSp-bfd6a:0.03,ACAd6a:0.03,SSp-n6a:0.03,SSp-ll6a:0.02,PL6a:0.02,VISp5:0.02,AId6a:0.02,fa:0.02,MOs5:0.02,scwm:0.02,RSPd6a:0.01,RSPagl6a:0.01,VISp6a:0.01,SSp-un6a:0.01,RSPd5:0.01,VISa6a:0.01,SSs6b:0.01,RSPagl5:0.01,AUDp5:0.01,RSPv6a:0.01",653,5009,0,0.26,0.74,,0.01,0.99,Glut,Slc17a7:9.83,Glut,Cck:9.8,"Blnk,Sulf1,Cryab,Slc30a3","Igfbp6,Lpar1,Bmpr1b,Cd34,Megf11,Galnt14,Pou6f2,Syndig1,Spon1,Cdh9,Rspo2,Sema3e","Satb2,Pparg,Pou6f2,Bcl11b,Zeb2,Neurod6","Inpp4b,Pou6f2,Fmn1",227,227_L6 IT CTX_4,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,4259,CCN202307220,CS20230722_CLUS_0040,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
140,41,0041 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,iCTX,,Isocortex:0.95,"VISp5:0.11,MOs6a:0.1,MOp6a:0.1,SSp-m6a:0.07,SSp-bfd6a:0.05,VISp6a:0.04,SSp-ul6a:0.03,ACAd6a:0.03,SSs6a:0.03,VISl5:0.02,fa:0.02,SSp-n6a:0.02,SSp-ll6a:0.02,RSPd6a:0.02,RSPd5:0.02,RSPagl6a:0.02,MOs5:0.01,PL6a:0.01,ORBvl6a:0.01,RSPagl5:0.01,VISa6a:0.01,SSp-un6a:0.01,ORBm6a:0.01,RSPv5:0.01,VISpm5:0.01,CP:0.01,VISl6a:0.01,RSPv6a:0.01",10212,18247,0,0.37,0.63,,0.06,0.94,Glut,Slc17a7:9.83,Glut,Cck:10.3,"Osr1,Satb2,Ighm,Chn2","Osr1,C1ql3,Ighm,Sv2b,Chn2,Syt10","Osr1,Satb2,Pou3f3,Pou6f2,Meis2,Esrrg","Ighm,Whrn,Pdia5,Pou6f2,Rgs8",227,227_L6 IT CTX_5,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,17859,CCN202307220,CS20230722_CLUS_0041,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
141,42,0042 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,MO-SS,,Isocortex:1,"MOs5:0.28,MOp5:0.16,MOp6a:0.07,MOs6a:0.07,ACAd5:0.04,SSp-m6a:0.04,SSs6a:0.03,SSp-bfd6a:0.03,SSp-ul6a:0.02,SSp-ll6a:0.02,RSPd5:0.02,SSp-n6a:0.01,SSp-ul5:0.01",3663,2490,0,0.4,0.6,,0.09,0.91,Glut,Slc17a7:9.9,Glut,"Cck:10,Penk:3.2","Blnk,Ighm,Galnt14,Pou3f1","Igfbp6,Ighm,Pou3f1,Rgs6,Ccdc3,Pou6f2","Satb2,Onecut2,Pparg,Bcl11b,Tox,Pou6f2","Ighm,Pou3f1,Ccbe1,Pou6f2",208,208_L5/6 IT CTX,41,Penk,17,L5 IT CTX,4,L4_5_6_IT_Car3,2390,CCN202307220,CS20230722_CLUS_0042,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
142,43,0043 L6 IT CTX Glut_2,14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,MO-SS,,Isocortex:0.99,"SSp-m6a:0.11,SSp-bfd6a:0.1,MOp5:0.07,SSp-ul6a:0.06,SSp-n6a:0.06,VISp5:0.05,SSs6a:0.04,SSp-m5:0.04,MOs5:0.04,MOp6a:0.04,SSp-ul5:0.03,SSp-ll6a:0.03,SSp-bfd5:0.02,SSs5:0.02,SSp-ll5:0.02,SSp-un6a:0.02,SSp-tr5:0.01,VISa5:0.01,MOs6a:0.01,RSPagl5:0.01",439,2737,0,0.49,0.51,,0.01,0.99,Glut,Slc17a7:9.94,Glut,Cck:9.7,"Gm11549,Ighm,C1ql3,Pld5","Arhgap25,Slc30a3,Ighm,Chrm3,Pou3f1,Chn2,Cbln4","Satb2,Pou6f2,Pparg,Bcl11b,Ovol2,Zeb2","Ighm,Pld5,Chn2,Pou3f1",227,227_L6 IT CTX_6,41,Penk,19,L6 IT CTX,4,L4_5_6_IT_Car3,2625,CCN202307220,CS20230722_CLUS_0043,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
106,44,0044 L6 IT CTX Glut_3,15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,ORB-AI,,Isocortex:0.98,"ORBl5:0.11,ORBl6a:0.1,ORBvl5:0.09,ORBm5:0.08,AId6a:0.07,AId5:0.07,SSs5:0.06,AIv5:0.04,ORBm2/3:0.03,AUDv5:0.02,GU4:0.02,GU5:0.02,ORBvl6a:0.02,SSs4:0.02,ORBm6a:0.02,MOs6a:0.01,ORBl2/3:0.01,ORBvl2/3:0.01",419,1462,0,0.4,0.6,,0.11,0.89,Glut,Slc17a7:10.05,Glut,"Cck:9.8,Adcyap1:5.7","Dkkl1,Fst,Il1rapl2,Fign","Igfbp6,Gpx3,C1ql3,Cd24a,Fign,Adra1a","Ovol2,Rorb,Bcl6,Pou6f2,Zfhx4,Satb2",Igsf3,219,219_L6 IT CTX,42,Dnah14,19,L6 IT CTX,4,L4_5_6_IT_Car3,1361,CCN202307220,CS20230722_CLUS_0044,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
107,45,0045 L6 IT CTX Glut_3,15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,AI-TPE-SSs-AUD,,Isocortex:0.98,"SSs5:0.13,AUDv5:0.07,TEa5:0.06,SSs6a:0.06,AUDp5:0.06,GU5:0.04,VISC5:0.04,VISpor5:0.04,VISp5:0.03,AId6a:0.02,AUDpo5:0.02,SSs4:0.02,PL5:0.02,GU4:0.02,ACAv5:0.02,VISli5:0.02,SSp-m5:0.02,MOp5:0.01,AId5:0.01,PL6a:0.01,VISl5:0.01,AIv5:0.01,AUDd5:0.01,MOp6a:0.01,ORBm6a:0.01,MOs1:0.01,VISam5:0.01,AId2/3:0.01",160,1727,0,0.46,0.54,,0.04,0.96,Glut,Slc17a7:10.34,Glut,Cck:10.2,"Prss22,Fst,Drd1,BC006965","Met,Smoc2,Lpar1,Cntnap3,Slc30a3,Pparg,Medag","Ovol2,Lhx2,Pou6f2,Bcl11b,Zbtb7c,Pparg","BC006965,Ptpru,Fst,Rspo2",223,223_L6 IT CTX_1,43,Fst,19,L6 IT CTX,4,L4_5_6_IT_Car3,1536,CCN202307220,CS20230722_CLUS_0045,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
132,46,0046 L6 IT CTX Glut_3,15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,SS,,Isocortex:0.99,"SSs5:0.15,SSp-m5:0.11,SSp-bfd6a:0.1,SSp-m6a:0.07,SSs6a:0.07,SSp-bfd5:0.05,SSp-n6a:0.05,VISp5:0.04,SSp-ul5:0.04,AUDp5:0.03,SSp-ul6a:0.03,SSp-n5:0.02,MOp5:0.02,SSp-ll5:0.02,AUDd5:0.02,SSp-ll6a:0.02",576,4237,0,0.43,0.57,,0.03,0.97,Glut,Slc17a7:9.92,Glut,"Cck:9.6,Adcyap1:4","Fst,Satb2,Lgr5,Adcyap1","Met,Hgf,Sema3e,Pou6f2,Pou3f1,Kcng1,Cntn6,Pparg","Satb2,Lhx2,Pou6f2,Bcl6,Zfp57,Pou3f3","Lgr5,Adcyap1,Lamp5,Pparg",218,218_L6 IT CTX,42,Dnah14,19,L6 IT CTX,4,L4_5_6_IT_Car3,3671,CCN202307220,CS20230722_CLUS_0046,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
133,47,0047 L6 IT CTX Glut_3,15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,SS,,Isocortex:1,"SSs5:0.09,SSp-m6a:0.08,SSp-bfd6a:0.08,SSp-m5:0.07,MOs2/3:0.06,SSs6a:0.06,SSp-ul6a:0.04,SSp-ul5:0.04,SSp-n6a:0.04,SSp-bfd5:0.04,MOp5:0.03,MOp6a:0.03,SSp-ll5:0.03,MOp2/3:0.03,MOs1:0.03,SSp-ll6a:0.02,AUDp5:0.02,SSp-un6a:0.02",238,1750,0,0.43,0.57,,0.03,0.97,Glut,Slc17a7:9.74,Glut,Cck:9.6,"Prss22,Pou3f1,Pld5,Met","Cd34,Lypd6,Pou3f1,Met,Tmem215,Slc17a7,Gpr88","Ovol2,Maf,Pou6f2,Bcl6,Lhx2,Zfp831","Gpr88,Tmem215",204,204_L5/6 IT CTX_3,40,Arhgap25,17,L5 IT CTX,4,L4_5_6_IT_Car3,1505,CCN202307220,CS20230722_CLUS_0047,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
134,48,0048 L6 IT CTX Glut_3,15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,Pallium-Glut,MO-SS,,Isocortex:0.99,"MOp6a:0.27,SSp-m6a:0.11,SSp-bfd6a:0.08,SSp-ul6a:0.06,SSp-ll6a:0.06,MOp5:0.05,MOs6a:0.04,SSs6a:0.04,SSp-n6a:0.03,VISp5:0.03,SSp-un6a:0.02,SSp-tr6a:0.02",1455,2929,0,0.35,0.65,,0.02,0.98,Glut,Slc17a7:9.6,Glut,Cck:10.6,"Fst,Satb2,Lgr5,Plekha2","Igfbp6,Met,Lpar1,Pou3f1,Bmpr1b,Adamts2,Pparg","Satb2,Pparg,Pou6f2,Bcl6,Zeb2,Bcl11b","Lgr5,Plekha2",223,223_L6 IT CTX_3,43,Fst,19,L6 IT CTX,4,L4_5_6_IT_Car3,2712,CCN202307220,CS20230722_CLUS_0048,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
